symbol,name,sector,industry
CLNE,Clean Energy Fuels Corp,ENERGY,DOWNSTREAMENERGY
CLR,Continental Resources Inc,ENERGY,FOSSILFUEL
CNQ,Canadian Natural Resources Ltd,ENERGY,FOSSILFUEL
CNX,CNX Resources Corp,ENERGY,FOSSILFUEL
COG,Cabot Oil & Gas Corp,ENERGY,FOSSILFUEL
COP,Conocophillips,ENERGY,FOSSILFUEL
CPE,Callon Petroleum Co/DE,ENERGY,FOSSILFUEL
CPG,Crescent Point Energy Corp,ENERGY,FOSSILFUEL
CPLP,Capital Product Partners LP,ENERGY,OILGASSUPPORT
CQP,Cheniere Energy Partners LP,ENERGY,MIDSTREAMENERGY
CRK,Comstock Resources Inc,ENERGY,FOSSILFUEL
CVE,Cenovus Energy Inc,ENERGY,FOSSILFUEL
CVI,CVR Energy Inc,ENERGY,DOWNSTREAMENERGY
CVX,Chevron Corp,ENERGY,OILGASINTEG
DCP,DCP Midstream LP,ENERGY,MIDSTREAMENERGY
DHT,DHT Holdings Inc,ENERGY,OILGASSUPPORT
DK,Delek US Holdings Inc,ENERGY,DOWNSTREAMENERGY
DRQ,Dril-Quip Inc.,ENERGY,OILGASSUPPORT
DVN,Devon Energy Corp,ENERGY,FOSSILFUEL
DWSN,Dawson Geophysical Co,ENERGY,OILGASSUPPORT
E,Eni SpA,ENERGY,OILGASINTEG
EC,Ecopetrol SA,ENERGY,OILGASINTEG
EGY,Vaalco Energy Inc,ENERGY,FOSSILFUEL
ENB,Enbridge Inc,ENERGY,MIDSTREAMENERGY
ENLC,Enlink Midstream LLC,ENERGY,MIDSTREAMENERGY
ENSV,Enservco Corp,ENERGY,OILGASSUPPORT
EOG,EOG Resources Inc.,ENERGY,FOSSILFUEL
EPD,Enterprise Products Partners LP,ENERGY,MIDSTREAMENERGY
EPM,Evolution Petroleum Corp,ENERGY,FOSSILFUEL
EQT,EQT Corp,ENERGY,FOSSILFUEL
ERF,Enerplus Corp,ENERGY,FOSSILFUEL
ESTE,Earthstone Energy Inc,ENERGY,FOSSILFUEL
FRO,Frontline Ltd,ENERGY,OILGASSUPPORT
FTI,TechnipFMC plc,ENERGY,OILGASSUPPORT
GASS,StealthGas Inc,ENERGY,OILGASSUPPORT
GBR,New Concept Energy Inc,ENERGY,FOSSILFUEL
GEOS,Geospace Technologies Corp,ENERGY,OILGASSUPPORT
GLNG,Golar LNG Ltd,ENERGY,OILGASSUPPORT
GLP,Global Partners LP,ENERGY,DOWNSTREAMENERGY
GPRK,GeoPark Ltd,ENERGY,FOSSILFUEL
GTE,Gran Tierra Energy Inc,ENERGY,FOSSILFUEL
HAL,Halliburton Co,ENERGY,OILGASSUPPORT
HEP,Holly Energy Partners LP,ENERGY,MIDSTREAMENERGY
HES,Hess Corp,ENERGY,FOSSILFUEL
HFC,HollyFrontier Corp,ENERGY,DOWNSTREAMENERGY
HLX,Helix Energy Solutions Group Inc,ENERGY,OILGASSUPPORT
HNRG,Hallador Energy Co,ENERGY,COAL
HP,Helmerich & Payne Inc.,ENERGY,OILGASSUPPORT
HUSA,Houston American Energy Corp,ENERGY,FOSSILFUEL
IEP,Icahn Enterprises LP,ENERGY,DOWNSTREAMENERGY
IMO,Imperial Oil Ltd,ENERGY,OILGASINTEG
INT,World Fuel Services Corp,ENERGY,DOWNSTREAMENERGY
IO,ION Geophysical Corp,ENERGY,OILGASSUPPORT
KMI,Kinder Morgan Inc.,ENERGY,MIDSTREAMENERGY
LNG,Cheniere Energy Inc.,ENERGY,MIDSTREAMENERGY
MCF,Contango Oil & Gas Co,ENERGY,FOSSILFUEL
MIND,Mind Technology Inc,ENERGY,OILGASSUPPORT
MMLP,Martin Midstream Partners LP,ENERGY,MIDSTREAMENERGY
MMP,Magellan Midstream Partners LP,ENERGY,MIDSTREAMENERGY
MRO,Marathon Oil Corp,ENERGY,FOSSILFUEL
MUR,Murphy Oil Corp,ENERGY,FOSSILFUEL
MXC,Mexco Energy Corp,ENERGY,FOSSILFUEL
NAT,Nordic American Tankers Ltd,ENERGY,OILGASSUPPORT
NBR,Nabors Industries Ltd,ENERGY,OILGASSUPPORT
NC,NACCO Industries Inc.,ENERGY,COAL
NGS,Natural Gas Services Group Inc.,ENERGY,OILGASSUPPORT
NOA,North American Construction Group Ltd,ENERGY,OILGASSUPPORT
NOG,Northern Oil and Gas Inc,ENERGY,FOSSILFUEL
NOV,NOV Inc,ENERGY,OILGASSUPPORT
NR,Newpark Resources Inc.,ENERGY,OILGASSUPPORT
NRP,Natural Resource Partners LP,ENERGY,COAL
NS,NuStar Energy LP,ENERGY,MIDSTREAMENERGY
NVGS,Navigator Holdings Ltd,ENERGY,OILGASSUPPORT
OII,Oceaneering International Inc.,ENERGY,OILGASSUPPORT
OIS,Oil States International Inc,ENERGY,OILGASSUPPORT
OKE,ONEOK Inc,ENERGY,MIDSTREAMENERGY
OVV,Ovintiv Inc,ENERGY,FOSSILFUEL
OXY,Occidental Petroleum Corp,ENERGY,FOSSILFUEL
PAA,Plains All American Pipeline LP,ENERGY,MIDSTREAMENERGY
PBA,Pembina Pipeline Corp,ENERGY,MIDSTREAMENERGY
PBR,Petroleo Brasileiro S.A.- Petrobras,ENERGY,OILGASINTEG
PDCE,PDC Energy Inc,ENERGY,FOSSILFUEL
PDS,Precision Drilling Corp,ENERGY,OILGASSUPPORT
PED,PEDEVCO Corp,ENERGY,FOSSILFUEL
PHX,PHX Minerals Inc,ENERGY,FOSSILFUEL
PNRG,Primeenergy Resources Corp,ENERGY,FOSSILFUEL
PSHG,Performance Shippping Inc,ENERGY,OILGASSUPPORT
PTEN,Patterson-UTI Energy Inc,ENERGY,OILGASSUPPORT
PTR,Petrochina Co Ltd,ENERGY,OILGASINTEG
PXD,Pioneer Natural Resources Co,ENERGY,FOSSILFUEL
RDS-A,Royal Dutch Shell PLC,ENERGY,OILGASINTEG
REI,Ring Energy Inc,ENERGY,FOSSILFUEL
REPX,Riley Exploration-Permian LLC,ENERGY,FOSSILFUEL
RES,RPC Inc.,ENERGY,OILGASSUPPORT
RIG,Transocean Ltd,ENERGY,OILGASSUPPORT
RRC,Range Resources Corp.,ENERGY,FOSSILFUEL
SGU,Star Group LP,ENERGY,DOWNSTREAMENERGY
SHI,Sinopec Shanghai Petrochemical Co Ltd,ENERGY,DOWNSTREAMENERGY
SLB,Schlumberger Ltd,ENERGY,OILGASSUPPORT
SM,SM Energy Co,ENERGY,FOSSILFUEL
SNMP,Sanchez Midstream Partners LP,ENERGY,MIDSTREAMENERGY
SNP,China Petroleum & Chemical Corp Sinopec,ENERGY,OILGASINTEG
SPH,Suburban Propane Partners LP,ENERGY,DOWNSTREAMENERGY
STNG,Scorpio Tankers Inc,ENERGY,OILGASSUPPORT
SU,Suncor Energy Inc.,ENERGY,OILGASINTEG
SWN,Southwestern Energy Co,ENERGY,FOSSILFUEL
TDW,Tidewater Inc.,ENERGY,OILGASSUPPORT
TECK,Teck Resources Ltd,ENERGY,COAL
TELL,Tellurian Inc,ENERGY,FOSSILFUEL
TGA,TransGlobe Energy Corp,ENERGY,FOSSILFUEL
TGP,Teekay LNG Partners LP,ENERGY,OILGASSUPPORT
TGS,Transportadora De Gas Del Sur SA Tgs,ENERGY,MIDSTREAMENERGY
TK,Teekay Corp,ENERGY,OILGASSUPPORT
TNK,Teekay Tankers Ltd,ENERGY,OILGASSUPPORT
TNP,Tsakos Energy Navigation Ltd,ENERGY,OILGASSUPPORT
TOPS,Top Ships Inc,ENERGY,OILGASSUPPORT
TOT,TOTAL SE,ENERGY,OILGASINTEG
TRCH,Torchlight Energy Resources Inc,ENERGY,FOSSILFUEL
TRGP,Targa Resources Corp,ENERGY,DOWNSTREAMENERGY
TRP,TC Energy Corp,ENERGY,MIDSTREAMENERGY
TS,"Tenaris SA, Luxembourg",ENERGY,OILGASSUPPORT
UEC,Uranium Energy Corp,ENERGY,COAL
UGI,UGI Corp,ENERGY,DOWNSTREAMENERGY
URG,Ur-Energy Inc,ENERGY,COAL
USEG,US Energy Corp.,ENERGY,FOSSILFUEL
UUUU,Energy Fuels Inc,ENERGY,COAL
VET,Vermilion Energy Inc,ENERGY,FOSSILFUEL
VLO,Valero Energy Corp,ENERGY,DOWNSTREAMENERGY
WMB,Williams Cos Inc. (The),ENERGY,MIDSTREAMENERGY
WTI,W&T Offshore Inc,ENERGY,FOSSILFUEL
XEC,Cimarex Energy Co.,ENERGY,FOSSILFUEL
XOM,Exxon Mobil Corp,ENERGY,OILGASINTEG
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fiscales,ENERGY,OILGASINTEG
AAIC,Arlington Asset Investment Corp,FINANCIAL,REIT
AAME,Atlantic American Corp,FINANCIAL,INSURANCE
AAT,American Assets Trust Inc,FINANCIAL,REIT
AB,AllianceBernstein Holding LP,FINANCIAL,INVESTSVCE
ABCB,Ameris Bancorp,FINANCIAL,BANKSUSA
ABR,Arbor Realty Trust Inc.,FINANCIAL,REIT
ACC,American Campus Communities Inc,FINANCIAL,REIT
ACGL,Arch Capital Group Ltd,FINANCIAL,INSURANCE
ACNB,ACNB Corp,FINANCIAL,BANKSUSA
ACR,ACRES Commercial Realty Corp,FINANCIAL,REIT
ACY,AeroCentury Corp,FINANCIAL,FINSPECIAL
ADC,Agree Realty Corp,FINANCIAL,REIT
ADS,Alliance Data Systems Corp,FINANCIAL,FINSPECIAL
AEG,Aegon NV,FINANCIAL,INSURANCE
AEL,American Equity Investment Life Holding Co,FINANCIAL,INSURANCE
AER,AerCap Holdings NV,FINANCIAL,FINSPECIAL
AFG,American Financial Group Inc,FINANCIAL,INSURANCE
AFL,AFLAC Inc,FINANCIAL,INSURANCE
AGM,Federal Agricultural Mortgage Corp.,FINANCIAL,INVESTSVCE
AGNC,AGNC Investment Corp,FINANCIAL,REIT
AGO,Assured Guaranty Ltd,FINANCIAL,INSURANCE
AHT,Ashford Hospitality Trust Inc,FINANCIAL,REIT
AIG,American International Group Inc,FINANCIAL,INSURANCE
AINV,Apollo Investment Corp,FINANCIAL,INVESTSVCE
AIV,Apartment Investment and Management Co,FINANCIAL,REALESTATESVCE
AIZ,Assurant Inc.,FINANCIAL,INSURANCE
AJG,Arthur J. Gallagher & Co.,FINANCIAL,INSURANCE
AKR,Acadia Realty Trust,FINANCIAL,REIT
ALL,Allstate Corp (The),FINANCIAL,INSURANCE
ALRS,Alerus Financial Corp,FINANCIAL,BANKSUSA
ALX,Alexander's Inc.,FINANCIAL,REIT
AMG,Affiliated Managers Group Inc.,FINANCIAL,INVESTSVCE
AMNB,American National Bankshares Inc,FINANCIAL,BANKSUSA
AMP,Ameriprise Financial Inc,FINANCIAL,INVESTSVCE
AMRB,American River Bankshares,FINANCIAL,BANKSUSA
AMSF,AMERISAFE Inc,FINANCIAL,INSURANCE
AMT,American Tower Corp,FINANCIAL,REIT
ANAT,American National Group Inc,FINANCIAL,INSURANCE
AON,Aon plc,FINANCIAL,INSURANCE
ARCC,Ares Capital Corp,FINANCIAL,INVESTSVCE
ARE,Alexandria Real Estate Equities Inc.,FINANCIAL,REIT
ARGO,Argo Group International Holdings Ltd,FINANCIAL,INSURANCE
ARI,Apollo Commercial Real Estate Finance Inc,FINANCIAL,REIT
ARL,American Realty Investors Inc.,FINANCIAL,REALESTATESVCE
AROW,Arrow Financial Corp,FINANCIAL,BANKSUSA
ARR,Armour Residential REIT Inc,FINANCIAL,REIT
ASB,Associated Banc-Corp,FINANCIAL,BANKSUSA
ASPS,Altisource Portfolio Solutions SA,FINANCIAL,BANKSMORTG
ASRV,AmeriServ Financial Inc,FINANCIAL,BANKSUSA
ATAX,America First Multifamily Investors LP,FINANCIAL,BANKSMORTG
ATLC,Atlanticus Holdings Corp,FINANCIAL,FINSPECIAL
ATLO,Ames National Corp,FINANCIAL,BANKSUSA
AUB,Atlantic Union Bankshares Corp,FINANCIAL,BANKSUSA
AUBN,Auburn National Bancorporation Inc,FINANCIAL,BANKSUSA
AVB,AvalonBay Communities Inc.,FINANCIAL,REIT
AXP,American Express Co,FINANCIAL,FINSPECIAL
AXR,AMREP Corp.,FINANCIAL,REALESTATESVCE
AXS,AXIS Capital Holdings Ltd,FINANCIAL,INSURANCE
BAC,Bank of America Corp,FINANCIAL,BANKSUSA
BAM,Brookfield Asset Management Inc,FINANCIAL,INVESTSVCE
BANC,Banc of California Inc,FINANCIAL,BANKSUSA
BANF,BancFirst Corp,FINANCIAL,BANKSUSA
BANR,Banner Corp,FINANCIAL,BANKSUSA
BAP,Credicorp Ltd,FINANCIAL,BANKSINTL
BBAR,Banco BBVA Argentina SA,FINANCIAL,BANKSINTL
BBVA,Banco Bilbao Vizcaya Argentaria SA (BBVA),FINANCIAL,BANKSINTL
BCBP,BCB Bancorp Inc,FINANCIAL,BANKSUSA
BCH,Banco De Chile,FINANCIAL,BANKSINTL
BCML,BayCom Corp,FINANCIAL,BANKSUSA
BCOR,Blucora Inc,FINANCIAL,FINSOFTW
BCS,Barclays PLC,FINANCIAL,INVESTSVCE
BDN,Brandywine Realty Trust,FINANCIAL,REIT
BEN,Franklin Resources Inc,FINANCIAL,INVESTSVCE
BFC,Bank First Corp,FINANCIAL,BANKSUSA
BFIN,BankFinancial Corp,FINANCIAL,BANKSUSA
BFS,Saul Centers Inc,FINANCIAL,REIT
BGCP,BGC Partners Inc,FINANCIAL,INVESTSVCE
BHB,Bar Harbor Bankshares,FINANCIAL,BANKSUSA
BHLB,Berkshire Hills Bancorp Inc,FINANCIAL,BANKSUSA
BK,Bank of New York Mellon Corp (The),FINANCIAL,INVESTSVCE
BKCC,BlackRock Capital Investment Corp,FINANCIAL,INVESTSVCE
BKSC,Bank of South Carolina Corp,FINANCIAL,BANKSUSA
BKU,BankUnited Inc,FINANCIAL,BANKSUSA
BLK,Blackrock Inc,FINANCIAL,INVESTSVCE
BLX,Banco Latinoamericano de Comercio Exterior SA,FINANCIAL,BANKSINTL
BMA,Banco Macro SA,FINANCIAL,BANKSINTL
BMRC,Bank of Marin Bancorp,FINANCIAL,BANKSUSA
BMTC,Bryn Mawr Bank Corp,FINANCIAL,BANKSUSA
BNS,The Bank of Nova Scotia,FINANCIAL,BANKSINTL
BOCH,Bank of Commerce Holdings,FINANCIAL,BANKSUSA
BOH,Bank of Hawaii Corp,FINANCIAL,BANKSUSA
BOKF,BOK Financial Corp,FINANCIAL,BANKSUSA
BOTJ,Bank of the James Financial Group Inc,FINANCIAL,BANKSUSA
BPFH,Boston Private Financial Holdings Inc,FINANCIAL,BANKSUSA
BPOP,Popular Inc,FINANCIAL,BANKSUSA
BPT,BP Prudhoe Bay Royalty Trust,FINANCIAL,INVESTSVCE
BRBS,Blue Ridge Bankshares Inc,FINANCIAL,BANKSUSA
BRKL,Brookline Bancorp Inc,FINANCIAL,BANKSUSA
BRO,Brown & Brown Inc,FINANCIAL,INSURANCE
BRT,Brt apartments corp,FINANCIAL,REIT
BSAC,Banco Santander-Chile,FINANCIAL,BANKSINTL
BSBR,Banco Santander Brasil SA,FINANCIAL,BANKSINTL
BSRR,Sierra Bancorp,FINANCIAL,BANKSUSA
BUSE,First Busey Corp,FINANCIAL,BANKSUSA
BWFG,Bankwell Financial Group Inc,FINANCIAL,BANKSUSA
BX,Blackstone Group Inc,FINANCIAL,INVESTSVCE
BXMT,Blackstone Mortgage Trust Inc,FINANCIAL,REIT
BXP,Boston Properties Inc,FINANCIAL,REIT
BXS,Bancorpsouth Bank,FINANCIAL,BANKSUSA
BYFC,Broadway Financial Corp,FINANCIAL,BANKSUSA
C,Citigroup Inc,FINANCIAL,INVESTSVCE
CAC,Camden National Corp,FINANCIAL,BANKSUSA
CACC,Credit Acceptance Corp,FINANCIAL,FINSPECIAL
CARV,Carver Bancorp Inc,FINANCIAL,BANKSUSA
CASH,Meta Financial Grp Inc,FINANCIAL,BANKSUSA
CASS,Cass Information Systems Inc,FINANCIAL,FINSPECIAL
CATM,Cardtronics plc,FINANCIAL,FINSPECIAL
CATY,Cathay General Bancorp,FINANCIAL,BANKSUSA
CB,Chubb Ltd,FINANCIAL,INSURANCE
CBAN,Colony Bankcorp Inc,FINANCIAL,BANKSUSA
CBFV,CB Financial Services Inc,FINANCIAL,BANKSUSA
CBOE,Cboe Global Markets Inc,FINANCIAL,INVESTSVCE
CBRE,CBRE Group Inc,FINANCIAL,REALESTATESVCE
CBSH,Commerce Bancshares Inc,FINANCIAL,BANKSUSA
CBU,Community Bank System Inc.,FINANCIAL,BANKSUSA
CCBG,Capital City Bank Group,FINANCIAL,BANKSUSA
CCI,Crown Castle International Corp,FINANCIAL,REIT
CCNE,CNB Financial Corp/PA,FINANCIAL,BANKSUSA
CDOR,Condor Hospitality Trust Inc,FINANCIAL,REIT
CDR,Cedar Realty Trust Inc,FINANCIAL,REIT
CDZI,Cadiz Inc,FINANCIAL,REALESTATESVCE
CFBK,CF Bankshares Inc,FINANCIAL,BANKSUSA
CFFI,C&F Financial Corp,FINANCIAL,BANKSUSA
CFFN,Capitol Federal Financial Inc,FINANCIAL,BANKSUSA
CFR,Cullen/Frost Bankers Inc,FINANCIAL,BANKSUSA
CHCO,City Holding Co,FINANCIAL,BANKSUSA
CHMG,Chemung Financial Corp,FINANCIAL,BANKSUSA
CIA,Citizens Inc.,FINANCIAL,INSURANCE
CIGI,Colliers International Group Inc,FINANCIAL,REALESTATESVCE
CIM,Chimera Investment Corp,FINANCIAL,REIT
CINF,Cincinnati Financial Corp,FINANCIAL,INSURANCE
CIT,CIT Group Inc,FINANCIAL,BANKSUSA
CIVB,Civista Bancshares Inc,FINANCIAL,BANKSUSA
CIZN,Citizens Holding Co,FINANCIAL,BANKSUSA
CKX,CKX Lands Inc,FINANCIAL,INVESTSVCE
CLDB,Cortland Bancorp,FINANCIAL,BANKSUSA
CLDT,Chatham Lodging Trust,FINANCIAL,REIT
CLI,Mack-Cali Realty Corp,FINANCIAL,REIT
CM,Canadian Imperial Bank of Commerce,FINANCIAL,BANKSINTL
CMA,Comerica Inc,FINANCIAL,BANKSUSA
CMCT,CIM Commerical Trust Corp,FINANCIAL,REIT
CME,CME Group Inc,FINANCIAL,INVESTSVCE
CMO,Capstead Mortgage Corp,FINANCIAL,REIT
CNA,CNA Financial Corp,FINANCIAL,INSURANCE
CNBKA,Century BanCorp Inc,FINANCIAL,BANKSUSA
CNO,CNO Financial Group Inc,FINANCIAL,INSURANCE
CNOB,ConnectOne Bancorp Inc,FINANCIAL,BANKSUSA
CNS,Cohen & Steers Inc,FINANCIAL,INVESTSVCE
CODI,Compass Diversified Holdings,FINANCIAL,INVESTSVCE
COF,Capital One Financial Corp.,FINANCIAL,FINSPECIAL
COFS,Choiceone Financial Services Inc,FINANCIAL,BANKSUSA
COHN,Cohen & Co Inc,FINANCIAL,INVESTSVCE
COLB,Columbia Banking System Inc,FINANCIAL,BANKSUSA
COR,CoreSite Realty Corp,FINANCIAL,REIT
CORR,CorEnergy Infrastructure Trust Inc,FINANCIAL,REIT
COWN,Cowen Inc,FINANCIAL,INVESTSVCE
CPF,Central Pacific Financial Corp.,FINANCIAL,BANKSUSA
CPSS,Consumer Portfolio Services Inc,FINANCIAL,FINSPECIAL
CPT,Camden Property Trust,FINANCIAL,REIT
CRESY,Cresud Sociedad Anonima Comercial Inmobiliaria Financiera y Agropecuaria,FINANCIAL,INVESTSVCE
CRT,Cross Timbers Royalty Trust,FINANCIAL,INVESTSVCE
CS,Credit Suisse Group,FINANCIAL,INVESTSVCE
CSR,Centrespace,FINANCIAL,REIT
CSWC,Capital Southwest Corp,FINANCIAL,INVESTSVCE
CTBI,Community Trust Bancorp Inc,FINANCIAL,BANKSUSA
CTO,CTO Realty Growth Inc,FINANCIAL,REALESTATESVCE
CUBE,CubeSmart,FINANCIAL,REIT
CUEN,Cuentas Inc,FINANCIAL,FINSPECIAL
CUZ,Cousins Properties Inc,FINANCIAL,REIT
CVBF,CVB Financial Corp,FINANCIAL,BANKSUSA
CVCY,Central Valley Community Bancorp,FINANCIAL,BANKSUSA
CVLY,Codorus Valley Bancorp Inc,FINANCIAL,BANKSUSA
CWBC,Community West Bancshares,FINANCIAL,BANKSUSA
CXW,CoreCivic Inc,FINANCIAL,REIT
CZNC,Citizens & Northern Corp,FINANCIAL,BANKSUSA
CZWI,Citizens Community Bancorp Inc,FINANCIAL,BANKSUSA
DB,Deutsche Bank AG,FINANCIAL,INVESTSVCE
DCOM,Dime Community Bancshares Inc,FINANCIAL,BANKSUSA
DEI,Douglas Emmett Inc,FINANCIAL,REIT
DFS,Discover Financial Services,FINANCIAL,FINSPECIAL
DGICA,Donegal Group Inc,FINANCIAL,INSURANCE
DHC,Diversified Healthcare Trust,FINANCIAL,REIT
DHIL,Diamond Hill Investment Group Inc,FINANCIAL,INVESTSVCE
DLR,Digital Realty Trust Inc,FINANCIAL,REIT
DMLP,Dorchester Minerals LP,FINANCIAL,INVESTSVCE
DRE,Duke Realty Corp,FINANCIAL,REIT
DRH,DiamondRock Hospitality Co,FINANCIAL,REIT
DX,Dynex Capital Inc.,FINANCIAL,REIT
EBIX,Ebix Inc,FINANCIAL,FINSPECIAL
EBMT,Eagle Bancorp Montana Inc,FINANCIAL,BANKSUSA
EBSB,Meridian Bancorp Inc,FINANCIAL,BANKSUSA
EBTC,Enterprise Bancorp Inc/MA,FINANCIAL,BANKSUSA
ECPG,Encore Capital Group Inc,FINANCIAL,FINSPECIAL
EEFT,Euronet Worldwide Inc,FINANCIAL,FINSPECIAL
EFC,Ellington Financial Inc,FINANCIAL,REIT
EFSC,Enterprise Financial Services Corp,FINANCIAL,BANKSUSA
EGBN,Eagle Bancorp Inc,FINANCIAL,BANKSUSA
EGP,EastGroup Properties Inc.,FINANCIAL,REIT
EHTH,eHealth Inc,FINANCIAL,INSURANCE
EIG,Employers Holdings Inc,FINANCIAL,INSURANCE
ELA,Envela Corp,FINANCIAL,FINSPECIAL
ELS,Equity Lifestyle Properties Inc,FINANCIAL,REIT
EMCF,Emclaire Financial Corp,FINANCIAL,BANKSUSA
EPR,EPR Properties,FINANCIAL,REIT
EQC,Equity Commonwealth,FINANCIAL,REIT
EQIX,Equinix Inc,FINANCIAL,REIT
EQR,Equity Residential,FINANCIAL,REIT
EQS,Equus Total Return Inc,FINANCIAL,INVESTSVCE
ERIE,Erie Indemnity Co,FINANCIAL,INSURANCE
ESGR,Enstar Group Ltd,FINANCIAL,INSURANCE
ESS,Essex Property Trust Inc.,FINANCIAL,REIT
ESSA,ESSA Bancorp Inc,FINANCIAL,BANKSUSA
ESXB,Community Bankers Trust Corp,FINANCIAL,BANKSUSA
EVBN,Evans Bancorp Inc,FINANCIAL,BANKSUSA
EVR,Evercore Inc,FINANCIAL,INVESTSVCE
EWBC,East West Bancorp Inc,FINANCIAL,BANKSUSA
EXR,Extra Space Storage Inc,FINANCIAL,REIT
EZPW,EZCORP Inc,FINANCIAL,FINSPECIAL
FAF,First American Financial Corp,FINANCIAL,INSURANCE
FANH,Fanhua Inc,FINANCIAL,INSURANCE
FBC,Flagstar Bancorp Inc,FINANCIAL,BANKSUSA
FBIZ,First Business Financial Services Inc,FINANCIAL,BANKSUSA
FBMS,First Bancshares Inc (The)/MS,FINANCIAL,BANKSUSA
FBNC,First Bancorp/NC,FINANCIAL,BANKSUSA
FBP,First BanCorp (Puerto Rico),FINANCIAL,BANKSUSA
FCAP,First Capital Inc,FINANCIAL,BANKSUSA
FCBC,First Community Bancshares Inc,FINANCIAL,BANKSUSA
FCCO,First Community Corp,FINANCIAL,BANKSUSA
FCCY,1st Constitution Bancorp,FINANCIAL,BANKSUSA
FCF,First Commonwealth Financial Corp.,FINANCIAL,BANKSUSA
FCFS,FirstCash Inc,FINANCIAL,FINSPECIAL
FCNCA,First Citizens BancShares Inc,FINANCIAL,BANKSUSA
FCRD,First Eagle Alternative Capital BDC Inc,FINANCIAL,INVESTSVCE
FDBC,Fidelity D & D Bancorp Inc,FINANCIAL,BANKSUSA
FFBC,First Financial Bancorp.,FINANCIAL,BANKSUSA
FFG,FBL Financial Group Inc.,FINANCIAL,INSURANCE
FFIC,Flushing Financial Corp,FINANCIAL,BANKSUSA
FFIN,First Financial Bankshares Inc,FINANCIAL,BANKSUSA
FFNW,First Financial Northwest Inc,FINANCIAL,BANKSUSA
FGBI,First Guaranty Bancshares Inc,FINANCIAL,BANKSUSA
FHI,Federated Hermes Inc,FINANCIAL,INVESTSVCE
FHN,First Horizon Corp,FINANCIAL,BANKSUSA
FIBK,First Interstate BancSystem Inc,FINANCIAL,BANKSUSA
FIS,Fidelity National Information Services Inc,FINANCIAL,FINSPECIAL
FISI,Financial Institutions Inc,FINANCIAL,BANKSUSA
FISV,Fiserv Inc.,FINANCIAL,FINSPECIAL
FITB,Fifth Third Bancorp,FINANCIAL,BANKSUSA
FLIC,First of Long Island Corp (The),FINANCIAL,BANKSUSA
FLT,FleetCor Technologies Inc,FINANCIAL,FINSPECIAL
FLY,Fly Leasing Ltd,FINANCIAL,FINSPECIAL
FMAO,Farmers & Merchants Bancorp Inc,FINANCIAL,BANKSUSA
FMBH,First Mid Bancshares Inc,FINANCIAL,BANKSUSA
FMBI,First Midwest Bancorp Inc,FINANCIAL,BANKSUSA
FMNB,Farmers National Banc Corp/OH,FINANCIAL,BANKSUSA
FNB,F.N.B. Corp,FINANCIAL,BANKSUSA
FNCB,FNCB Bancorp Inc,FINANCIAL,BANKSUSA
FNF,Fidelity National Financial Inc FNF Group,FINANCIAL,INSURANCE
FNHC,FedNat Holding Co,FINANCIAL,INSURANCE
FNLC,First Bancorp Inc/ME (The),FINANCIAL,BANKSUSA
FOR,Forestar Group Inc,FINANCIAL,REALESTATESVCE
FR,First Industrial Realty Trust Inc.,FINANCIAL,REIT
FRAF,Franklin Financial Services Corp,FINANCIAL,BANKSUSA
FRBA,First Bank,FINANCIAL,BANKSUSA
FRBK,Republic First Bancorp Inc,FINANCIAL,BANKSUSA
FRC,First Republic Bank,FINANCIAL,BANKSUSA
FRME,First Merchants Corp,FINANCIAL,BANKSUSA
FRPH,FRP Holdings Inc,FINANCIAL,REALESTATESVCE
FRST,Primis Financial Corp,FINANCIAL,BANKSUSA
FRT,Federal Realty Investment Trust,FINANCIAL,REIT
FSFG,First Savings Financial Group Inc,FINANCIAL,BANKSUSA
FSP,Franklin Street Properties Corp,FINANCIAL,REIT
FULT,Fulton Financial Corp,FINANCIAL,BANKSUSA
FUNC,First United Corp,FINANCIAL,BANKSUSA
FUSB,First US Bancshares Inc,FINANCIAL,BANKSUSA
FXNC,First National Corp/VA,FINANCIAL,BANKSUSA
GABC,German American Bancorp Inc,FINANCIAL,BANKSUSA
GAIN,Gladstone Investment Corp,FINANCIAL,INVESTSVCE
GATX,GATX Corp.,FINANCIAL,FINSPECIAL
GBCI,Glacier Bancorp Inc,FINANCIAL,BANKSUSA
GBDC,Golub Capital BDC Inc,FINANCIAL,INVESTSVCE
GBL,Gamco Investors Inc,FINANCIAL,INVESTSVCE
GBLI,Global Indemnity Group LLC,FINANCIAL,INSURANCE
GBOX,Greenbox POS,FINANCIAL,FINSPECIAL
GCBC,Greene County Bancorp Inc,FINANCIAL,BANKSUSA
GDOT,Green Dot Corp,FINANCIAL,FINSPECIAL
GEO,GEO Group Inc (The),FINANCIAL,REIT
GFED,Guaranty Federal Bancshares Inc,FINANCIAL,BANKSUSA
GFN,General Finance Corp,FINANCIAL,FINSPECIAL
GGAL,"Grupo Financiero Galicia Sa, Buenos Aires",FINANCIAL,BANKSINTL
GHL,Greenhill & Co Inc,FINANCIAL,INVESTSVCE
GL,Globe Life Inc,FINANCIAL,INSURANCE
GLAD,Gladstone Capital Corp,FINANCIAL,INVESTSVCE
GLBZ,Glen Burnie Bancorp,FINANCIAL,BANKSUSA
