symbol,name,sector,industry
ALBO,Albireo Pharma Inc,HEALTHCARE,BIOPHARMASYS
ALGN,Align Technology Inc,HEALTHCARE,MEDDEVICESOTHER
ALIM,Alimera Sciences Inc,HEALTHCARE,BIOPHARMASYS
ALKS,Alkermes Plc,HEALTHCARE,BIOPHARMASYS
ALNY,Alnylam Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
ALRN,Aileron Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
ALT,Altimmune Inc,HEALTHCARE,BIOPHARMANONSYS
ALXN,Alexion Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
AMED,Amedisys Inc,HEALTHCARE,PATIENTCARE
AMEH,Apollo Medical Holdings Inc,HEALTHCARE,HCARESUPPORT
AMGN,Amgen Inc,HEALTHCARE,BIOPHARMAOTHER
AMN,AMN Healthcare Services Inc.,HEALTHCARE,HCARESUPPORT
AMPE,Ampio Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
AMRN,Amarin Corp PLC,HEALTHCARE,BIOPHARMASYS
AMRX,Amneal Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
AMS,American Shared Hospital Services,HEALTHCARE,HCARESUPPORT
ANGO,AngioDynamics Inc,HEALTHCARE,MEDDEVICESGEN
ANIK,Anika Therapeutics Inc,HEALTHCARE,MEDDEVICESGEN
ANIP,ANI Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
ANIX,Anixa Biosciences Inc,HEALTHCARE,BIOPHARMAOTHER
ANTM,Anthem Inc,HEALTHCARE,HCARESUPPORT
APDN,Applied DNA Sciences Inc,HEALTHCARE,HCAREOUTSOURCE
APEN,Apollo Endosurgery Inc,HEALTHCARE,MEDDEVICESOTHER
ARAY,Accuray Inc,HEALTHCARE,MEDDEVICESOTHER
ARNA,Arena Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
ARWR,Arrowhead Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
ASMB,Assembly Biosciences Inc,HEALTHCARE,BIOPHARMANONSYS
ASRT,Assertio Holdings Inc,HEALTHCARE,BIOPHARMAOTHER
ASXC,Asensus Surgical Inc,HEALTHCARE,MEDDEVICESGEN
ATEC,Alphatec Holdings Inc,HEALTHCARE,MEDDEVICESGEN
ATHE,Alterity Therapeutics Ltd,HEALTHCARE,BIOPHARMASYS
ATHX,Athersys Inc,HEALTHCARE,BIOPHARMAOTHER
ATRC,AtriCure Inc,HEALTHCARE,MEDDEVICESGEN
ATRI,ATRION Corp,HEALTHCARE,MEDDEVICESGEN
ATRS,Antares Pharma Inc,HEALTHCARE,BIOPHARMAOTHER
AVDL,Avadel Pharmaceuticals plc,HEALTHCARE,BIOPHARMAOTHER
AVEO,AVEO Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
AVXL,Anavex Life Sciences Corp,HEALTHCARE,BIOPHARMASYS
AWH,Aspira Womens Health Inc,HEALTHCARE,HCAREDIAGNOSTICS
AXDX,Accelerate Diagnostics Inc,HEALTHCARE,HCAREDIAGNOSTICS
AXGN,AxoGen Inc,HEALTHCARE,MEDDEVICESOTHER
AZN,Astrazeneca PLC,HEALTHCARE,BIOPHARMAOTHER
BAX,Baxter International Inc,HEALTHCARE,MEDDEVICESGEN
BBI,Brickell Biotech Inc,HEALTHCARE,BIOPHARMASYS
BCDA,BioCardia Inc,HEALTHCARE,HCAREDIAGNOSTICS
BCLI,Brainstorm Cell Therapeutics,HEALTHCARE,MEDDEVICESOTHER
BCRX,BioCryst Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
BDSI,BioDelivery Sciences International Inc,HEALTHCARE,BIOPHARMAOTHER
BDX,Becton Dickinson and Co,HEALTHCARE,MEDDEVICESGEN
BHC,Bausch Health Cos Inc,HEALTHCARE,BIOPHARMAOTHER
BIIB,Biogen Inc,HEALTHCARE,BIOPHARMASYS
BIMI,BOQI International Medical Inc,HEALTHCARE,HCARESUPPORT
BIO,Bio-Rad Laboratories Inc,HEALTHCARE,HCAREDIAGNOSTICS
BIOC,Biocept Inc,HEALTHCARE,HCAREDIAGNOSTICS
BIOL,Biolase Inc,HEALTHCARE,MEDDEVICESOTHER
BKD,Brookdale Senior Living Inc,HEALTHCARE,PATIENTCARE
BLFS,Biolife Solutions Inc,HEALTHCARE,HCAREMISC
BLU,BELLUS Health Inc,HEALTHCARE,BIOPHARMAOTHER
BMRA,Biomerica Inc,HEALTHCARE,HCAREDIAGNOSTICS
BMRN,Biomarin Pharmaceutical Inc,HEALTHCARE,BIOPHARMASYS
BMY,Bristol-Myers Squibb Co,HEALTHCARE,BIOPHARMANONSYS
BPTH,Bio-Path Holdings Inc,HEALTHCARE,BIOPHARMANONSYS
BRKR,Bruker Corp,HEALTHCARE,HCAREMISC
BSX,Boston Scientific Corp,HEALTHCARE,MEDDEVICESGEN
CAH,Cardinal Health Inc,HEALTHCARE,HCARESUPPORT
CAPR,Capricor Therapeutics Inc,HEALTHCARE,BIOPHARMAOTHER
CASI,CASI Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
CBIO,Catalyst Biosciences Inc,HEALTHCARE,BIOPHARMAOTHER
CBLI,Cleveland BioLabs Inc,HEALTHCARE,BIOPHARMANONSYS
CBPO,China Biologic Products Holdings Inc,HEALTHCARE,BIOPHARMAOTHER
CCM,Concord Medical Services Holdings Ltd,HEALTHCARE,HCARESUPPORT
CCRN,Cross Country Healthcare Inc,HEALTHCARE,HCARESUPPORT
CDXC,ChromaDex Corp,HEALTHCARE,HCAREMISC
CEMI,Chembio Diagnostics Inc.,HEALTHCARE,HCAREDIAGNOSTICS
CERN,Cerner Corp,HEALTHCARE,HCARESUPPORT
CERS,Cerus Corp,HEALTHCARE,MEDDEVICESOTHER
CGEN,Compugen Ltd,HEALTHCARE,BIOPHARMANONSYS
CHE,Chemed Corp,HEALTHCARE,PATIENTCARE
CI,Cigna Corp,HEALTHCARE,HCARESUPPORT
CLBS,Caladrius Biosciences Inc,HEALTHCARE,BIOPHARMASYS
CLDX,Celldex Therapeutics Inc,HEALTHCARE,HCAREMISC
CLRB,Cellectar Biosciences Inc,HEALTHCARE,BIOPHARMANONSYS
CLSN,Celsion Corp,HEALTHCARE,BIOPHARMANONSYS
CLWT,Euro Tech Holdings Co Ltd,HEALTHCARE,HCARESUPPORT
CMD,Cantel Medical Corp,HEALTHCARE,MEDDEVICESOTHER
CNC,Centene Corp,HEALTHCARE,HCARESUPPORT
CNMD,CONMED Corp,HEALTHCARE,MEDDEVICESGEN
CO,Global Cord Blood Corp,HEALTHCARE,HCARESUPPORT
COO,Cooper Cos Inc (The),HEALTHCARE,MEDDEVICESOTHER
CORT,Corcept Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
CPHI,China Pharma Holdings Inc,HEALTHCARE,BIOPHARMANONSYS
CPIX,Cumberland Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
CPRX,Catalyst Pharmaceutical Inc,HEALTHCARE,BIOPHARMASYS
CPSI,Computer Programs and Systems Inc,HEALTHCARE,HCARESUPPORT
CRDF,Cardiff Oncology Inc,HEALTHCARE,HCAREDIAGNOSTICS
CRIS,Curis Inc,HEALTHCARE,BIOPHARMANONSYS
CRL,Charles River Laboratories International Inc,HEALTHCARE,HCAREOUTSOURCE
CRMD,CorMedix Inc,HEALTHCARE,HCAREDIAGNOSTICS
CRVL,CorVel Corp.,HEALTHCARE,HCARESUPPORT
CRY,CryoLife Inc.,HEALTHCARE,MEDDEVICESGEN
CSBR,Champions Oncology Inc,HEALTHCARE,HCAREOUTSOURCE
CSII,Cardiovascular Systems Inc,HEALTHCARE,MEDDEVICESOTHER
CSU,Capital Senior Living Corp,HEALTHCARE,PATIENTCARE
CTIC,CTI BioPharma Corp,HEALTHCARE,BIOPHARMANONSYS
CUTR,Cutera Inc,HEALTHCARE,MEDDEVICESOTHER
CVM,CEL-SCI Corp,HEALTHCARE,BIOPHARMANONSYS
CVS,CVS Health Corp,HEALTHCARE,HCARESUPPORT
CYAN,Cyanotech Corp,HEALTHCARE,HCAREMISC
CYCC,Cyclacel Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
CYH,Community Health Systems Inc,HEALTHCARE,PATIENTCARE
CYTH,Cyclo Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
CYTK,Cytokinetics Inc,HEALTHCARE,BIOPHARMASYS
DCTH,Delcath Systems Inc,HEALTHCARE,HCAREDIAGNOSTICS
DGX,Quest Diagnostics Inc,HEALTHCARE,PATIENTCARE
DHR,Danaher Corp,HEALTHCARE,MEDDEVICESGEN
DLHC,DLH Holdings Corp,HEALTHCARE,HCAREMISC
DMAC,DiaMedica Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
DRRX,Durect Corp,HEALTHCARE,BIOPHARMASYS
DVA,DaVita Inc,HEALTHCARE,PATIENTCARE
DVAX,Dynavax Technologies Corp,HEALTHCARE,BIOPHARMANONSYS
DXCM,DexCom Inc,HEALTHCARE,HCAREDIAGNOSTICS
DXR,Daxor Corp,HEALTHCARE,MEDDEVICESOTHER
DYAI,Dyadic International Inc,HEALTHCARE,HCAREMISC
DYNT,Dynatronics Corp,HEALTHCARE,MEDDEVICESGEN
EBS,Emergent BioSolutions Inc,HEALTHCARE,BIOPHARMAOTHER
EDAP,EDAP TMS SA,HEALTHCARE,MEDDEVICESOTHER
ELMD,Electromed Inc,HEALTHCARE,MEDDEVICESOTHER
ENDP,Endo International plc,HEALTHCARE,BIOPHARMAOTHER
ENSG,Ensign Group Inc (The),HEALTHCARE,PATIENTCARE
ENZ,Enzo Biochem Inc.,HEALTHCARE,PATIENTCARE
EW,Edwards Lifesciences Corp,HEALTHCARE,MEDDEVICESGEN
EXAS,EXACT Sciences Corp,HEALTHCARE,HCAREDIAGNOSTICS
EXEL,Exelixis Inc,HEALTHCARE,BIOPHARMANONSYS
EYPT,EyePoint Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
FLDM,Fluidigm Corp,HEALTHCARE,HCAREMISC
FMS,Fresenius Medical Care AG &Co KGAA,HEALTHCARE,PATIENTCARE
FOLD,Amicus Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
FONR,Fonar Corp,HEALTHCARE,HCARESUPPORT
FORD,Forward Industries Inc,HEALTHCARE,HCAREDIAGNOSTICS
FVE,Five Star Senior Living Inc,HEALTHCARE,PATIENTCARE
GALT,Galectin Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
GENE,Genetic Technologies Ltd,HEALTHCARE,HCAREDIAGNOSTICS
GERN,Geron Corp,HEALTHCARE,BIOPHARMASYS
GILD,Gilead Sciences Inc,HEALTHCARE,BIOPHARMANONSYS
GMAB,Genmab A/S,HEALTHCARE,BIOPHARMANONSYS
GNMK,GenMark Diagnostics Inc,HEALTHCARE,HCAREDIAGNOSTICS
GSK,Glaxosmithkline PLC,HEALTHCARE,BIOPHARMAOTHER
GTS,Triple-S Management Corp,HEALTHCARE,HCARESUPPORT
HAE,Haemonetics Corp,HEALTHCARE,MEDDEVICESOTHER
HALO,Halozyme Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
HBIO,Harvard Bioscience Inc,HEALTHCARE,MEDDEVICESGEN
HOLX,Hologic Inc,HEALTHCARE,HCAREDIAGNOSTICS
HRC,Hill-Rom Holdings Inc,HEALTHCARE,MEDDEVICESOTHER
HROW,Harrow Health Inc,HEALTHCARE,HCARESUPPORT
HRTX,Heron Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
HSIC,Henry Schein Inc,HEALTHCARE,HCARESUPPORT
HSKA,Heska Corp,HEALTHCARE,HCAREMISC
HSTM,HealthStream Inc,HEALTHCARE,HCARESUPPORT
HUM,Humana Inc.,HEALTHCARE,HCARESUPPORT
HURN,Huron Consulting Group Inc,HEALTHCARE,HCARESUPPORT
IART,Integra LifeSciences Holdings Corp,HEALTHCARE,MEDDEVICESOTHER
IBIO,iBio Inc,HEALTHCARE,HCAREOUTSOURCE
ICAD,icad Inc,HEALTHCARE,MEDDEVICESOTHER
ICCC,ImmuCell Corp,HEALTHCARE,HCAREMISC
ICLR,Icon PLC,HEALTHCARE,HCAREOUTSOURCE
ICUI,ICU Medical Inc,HEALTHCARE,HCAREDIAGNOSTICS
IDRA,Idera Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
IDXX,IDEXX Laboratories Inc,HEALTHCARE,HCAREMISC
IHC,Independence Holding Co,HEALTHCARE,HCARESUPPORT
IIN,Intricon Corp,HEALTHCARE,HCAREOUTSOURCE
ILMN,Illumina Inc,HEALTHCARE,HCAREMISC
IMGN,ImmunoGen Inc,HEALTHCARE,BIOPHARMANONSYS
INCY,Incyte Corp,HEALTHCARE,BIOPHARMASYS
INFI,Infinity Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
INFU,InfuSystem Holdings Inc,HEALTHCARE,HCARESUPPORT
INO,Inovio Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
INSM,Insmed Inc,HEALTHCARE,BIOPHARMANONSYS
INVA,Innoviva Inc,HEALTHCARE,BIOPHARMASYS
IONS,Ionis Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
IOVA,Iovance Biotherapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
IRIX,IRIDEX Corp,HEALTHCARE,MEDDEVICESOTHER
IRWD,Ironwood Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
ISR,IsoRay Inc,HEALTHCARE,MEDDEVICESOTHER
ISRG,Intuitive Surgical Inc,HEALTHCARE,MEDDEVICESGEN
ITGR,Integer Holdings Corp,HEALTHCARE,HCAREOUTSOURCE
IVC,Invacare Corp,HEALTHCARE,MEDDEVICESOTHER
JAZZ,Jazz Pharmaceuticals Plc,HEALTHCARE,BIOPHARMASYS
JNJ,Johnson & Johnson,HEALTHCARE,BIOPHARMAOTHER
KRMD,Repro MedSystems Inc,HEALTHCARE,HCAREDIAGNOSTICS
LCI,Lannett Co Inc.,HEALTHCARE,BIOPHARMAOTHER
LCTX,Lineage Cell Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
LEXX,Lexaria Bioscience Corp,HEALTHCARE,HCAREMISC
LFVN,Lifevantage Corp,HEALTHCARE,HCAREMISC
LGND,Ligand Pharmaceuticals Inc,HEALTHCARE,HCAREOUTSOURCE
LH,Laboratory Corp of America Holdings,HEALTHCARE,PATIENTCARE
LHCG,LHC Group Inc,HEALTHCARE,PATIENTCARE
LIXT,Lixte Biotechnology Holdings Inc,HEALTHCARE,BIOPHARMANONSYS
LJPC,La Jolla Pharmaceutical Co,HEALTHCARE,BIOPHARMASYS
LLIT,Lianluo Smart Ltd,HEALTHCARE,MEDDEVICESOTHER
LLY,Eli Lilly and Co,HEALTHCARE,BIOPHARMAOTHER
LMAT,LeMaitre Vascular Inc,HEALTHCARE,MEDDEVICESOTHER
LMNX,Luminex Corp,HEALTHCARE,HCAREDIAGNOSTICS
LXRX,Lexicon Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
MASI,Masimo Corp,HEALTHCARE,MEDDEVICESOTHER
MBOT,Microbot Medical Inc,HEALTHCARE,MEDDEVICESGEN
MCK,McKesson Corp,HEALTHCARE,HCARESUPPORT
MD,Mednax Inc,HEALTHCARE,HCARESUPPORT
MDGL,Madrigal Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
MDNA,Medicenna Therapeutics Corp,HEALTHCARE,BIOPHARMANONSYS
MDRX,Allscripts Healthcare Solutions Inc,HEALTHCARE,HCARESUPPORT
MDT,Medtronic PLC,HEALTHCARE,MEDDEVICESGEN
MDXG,MiMedx Group Inc,HEALTHCARE,MEDDEVICESOTHER
MEDS,Trxade Group Inc,HEALTHCARE,HCARESUPPORT
MEIP,MEI Pharma Inc,HEALTHCARE,BIOPHARMANONSYS
MGLN,Magellan Health Inc,HEALTHCARE,HCARESUPPORT
MLSS,Milestone Scientific Inc.,HEALTHCARE,MEDDEVICESOTHER
MMS,MAXIMUS Inc.,HEALTHCARE,HCARESUPPORT
MMSI,Merit Medical Systems Inc,HEALTHCARE,MEDDEVICESGEN
MNKD,MannKind Corp,HEALTHCARE,BIOPHARMASYS
MNOV,Medicinova Inc,HEALTHCARE,BIOPHARMASYS
MODV,ModivCare Inc,HEALTHCARE,PATIENTCARE
MOH,Molina Healthcare Inc.,HEALTHCARE,HCARESUPPORT
MRK,Merck & Co Inc,HEALTHCARE,BIOPHARMAOTHER
MSON,MISONIX Inc,HEALTHCARE,MEDDEVICESGEN
MTD,Mettler-Toledo International Inc,HEALTHCARE,HCAREMISC
MTEM,Molecular Templates,HEALTHCARE,BIOPHARMANONSYS
MTEX,Mannatech Inc,HEALTHCARE,HCAREMISC
MYGN,Myriad Genetics Inc,HEALTHCARE,HCAREDIAGNOSTICS
NAII,Natural Alternatives International Inc,HEALTHCARE,HCAREOUTSOURCE
NATR,Nature's Sunshine Products Inc,HEALTHCARE,HCAREMISC
NAVB,Navidea Biopharmaceuticals Inc,HEALTHCARE,MEDDEVICESOTHER
NBIX,Neurocrine Biosciences Inc,HEALTHCARE,BIOPHARMASYS
NBSE,NeuBase Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
NBY,NovaBay Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
NEO,Neogenomics Inc,HEALTHCARE,PATIENTCARE
NEOG,Neogen Corp,HEALTHCARE,HCAREMISC
NEPH,Nephros Inc.,HEALTHCARE,MEDDEVICESOTHER
NEPT,Neptune Wellness Solution Inc,HEALTHCARE,HCAREOUTSOURCE
NHC,National Healthcare Corp,HEALTHCARE,PATIENTCARE
NKTR,Nektar Therapeutics,HEALTHCARE,BIOPHARMAOTHER
NNVC,NanoViricides Inc,HEALTHCARE,BIOPHARMANONSYS
NOTV,Inotiv Inc,HEALTHCARE,HCAREOUTSOURCE
NSYS,Nortech Systems Inc,HEALTHCARE,HCAREOUTSOURCE
NTUS,Natus Medical Inc,HEALTHCARE,MEDDEVICESOTHER
NUAN,Nuance Communications Inc,HEALTHCARE,HCARESUPPORT
NURO,NeuroMetrix Inc,HEALTHCARE,MEDDEVICESOTHER
NUVA,NuVasive Inc,HEALTHCARE,MEDDEVICESGEN
NVAX,Novavax Inc,HEALTHCARE,BIOPHARMANONSYS
NVCN,Neovasc Inc,HEALTHCARE,MEDDEVICESGEN
NVIV,InVivo Therapeutics Holdings Corp,HEALTHCARE,MEDDEVICESOTHER
NVO,Novo Nordisk A/S,HEALTHCARE,BIOPHARMASYS
NVS,Novartis AG,HEALTHCARE,BIOPHARMAOTHER
NXGN,NextGen Healthcare Inc,HEALTHCARE,HCARESUPPORT
NYMX,Nymox Pharmaceutical Corp,HEALTHCARE,HCAREDIAGNOSTICS
OCUP,Ocuphire Pharma Inc,HEALTHCARE,BIOPHARMANONSYS
OFIX,Orthofix Medical Inc,HEALTHCARE,MEDDEVICESGEN
OGEN,Oragenics Inc,HEALTHCARE,BIOPHARMASYS
OMCL,Omnicell Inc,HEALTHCARE,MEDDEVICESOTHER
OMER,Omeros Corp,HEALTHCARE,BIOPHARMAOTHER
OMI,Owens & Minor Inc.,HEALTHCARE,HCARESUPPORT
ONCT,Oncternal Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
ONTX,Onconova Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
OPCH,Option Care Health Inc,HEALTHCARE,PATIENTCARE
OPK,Opko Health Inc,HEALTHCARE,PATIENTCARE
OPRX,OptimizeRX Corp,HEALTHCARE,HCARESUPPORT
ORMP,Oramed Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
OSUR,OraSure Technologies Inc,HEALTHCARE,HCAREDIAGNOSTICS
PACB,Pacific Biosciences of California Inc,HEALTHCARE,HCAREMISC
PBH,Prestige Consumer Healthcare Inc,HEALTHCARE,BIOPHARMAOTHER
PCRX,Pacira BioSciences Inc,HEALTHCARE,BIOPHARMAOTHER
PDCO,Patterson Cos Inc,HEALTHCARE,HCAREMISC
PDEX,Pro Dex Inc,HEALTHCARE,HCAREOUTSOURCE
PFE,Pfizer Inc,HEALTHCARE,BIOPHARMAOTHER
PHG,Koninklijke Philips NV,HEALTHCARE,MEDDEVICESGEN
PKI,PerkinElmer Inc.,HEALTHCARE,HCAREMISC
PLX,Protalix Biotherapeutics Inc,HEALTHCARE,BIOPHARMASYS
PMD,Psychemedics Corp,HEALTHCARE,PATIENTCARE
PODD,Insulet Corp,HEALTHCARE,HCAREDIAGNOSTICS
PRGO,Perrigo Co Plc,HEALTHCARE,BIOPHARMAOTHER
PRPH,ProPhase Labs Inc,HEALTHCARE,HCAREOUTSOURCE
PRPO,Precipio Inc,HEALTHCARE,PATIENTCARE
PRTK,Paratek Pharmaceuticals Inc,HEALTHCARE,BIOPHARMANONSYS
PSTI,Pluristem Therapeutics Inc,HEALTHCARE,BIOPHARMAOTHER
PSTV,Plus Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
PTE,PolarityTE Inc,HEALTHCARE,HCAREOUTSOURCE
PTN,Palatin Technologies Inc.,HEALTHCARE,BIOPHARMASYS
QDEL,Quidel Corp,HEALTHCARE,HCAREDIAGNOSTICS
QGEN,Qiagen NV,HEALTHCARE,HCAREMISC
RCMT,RCM Technologies Inc,HEALTHCARE,HCARESUPPORT
RDNT,RadNet Inc,HEALTHCARE,PATIENTCARE
RDY,Dr Reddy'S Laboratories Ltd,HEALTHCARE,BIOPHARMAOTHER
REGN,Regeneron Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
RGEN,Repligen Corp,HEALTHCARE,HCAREMISC
RIGL,Rigel Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
RMD,Resmed Inc,HEALTHCARE,MEDDEVICESOTHER
RMTI,Rockwell Medical Inc,HEALTHCARE,MEDDEVICESOTHER
RVP,Retractable Technologies Inc,HEALTHCARE,HCAREDIAGNOSTICS
SAVA,Cassava Sciences Inc,HEALTHCARE,BIOPHARMASYS
SEEL,Seelos Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
SEM,Select Medical Holdings Corp,HEALTHCARE,PATIENTCARE
SGEN,Seagen Inc,HEALTHCARE,BIOPHARMANONSYS
SGMO,Sangamo Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
SIGA,SIGA Technologies Inc,HEALTHCARE,BIOPHARMANONSYS
SLP,Simulations Plus Inc,HEALTHCARE,HCARESUPPORT
SMED,Sharps Compliance Corp,HEALTHCARE,HCARESUPPORT
SMTI,Sanara Medtech Inc,HEALTHCARE,MEDDEVICESOTHER
SNCA,Seneca Biopharma Inc,HEALTHCARE,BIOPHARMASYS
SNN,Smith & Nephew PLC,HEALTHCARE,MEDDEVICESGEN
SNOA,Sonoma Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
SNY,Sanofi,HEALTHCARE,BIOPHARMAOTHER
SONN,Sonnet BioTherapeutics Holdings Inc,HEALTHCARE,BIOPHARMASYS
SPPI,Spectrum Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
SPRO,SPERO THERAPEUTICS INC,HEALTHCARE,BIOPHARMANONSYS
SRCL,Stericycle Inc,HEALTHCARE,HCARESUPPORT
SRDX,Surmodics Inc,HEALTHCARE,HCAREOUTSOURCE
SRGA,Surgalign Holdings Inc,HEALTHCARE,MEDDEVICESGEN
SRNE,Sorrento Therapeutics Inc,HEALTHCARE,BIOPHARMAOTHER
SRPT,Sarepta Therapeutics Inc,HEALTHCARE,BIOPHARMASYS
SSKN,STRATA Skin Sciences Inc,HEALTHCARE,MEDDEVICESOTHER
SSY,SunLink Health Systems Inc.,HEALTHCARE,HCARESUPPORT
STAA,STAAR Surgical Co,HEALTHCARE,MEDDEVICESOTHER
STE,Steris Plc,HEALTHCARE,HCAREMISC
STRM,Streamline Health Solutions,HEALTHCARE,HCARESUPPORT
STRR,STAR EQUITY HOLDINGS INC,HEALTHCARE,PATIENTCARE
STXS,Stereotaxis Inc,HEALTHCARE,MEDDEVICESGEN
SVRA,Savara Inc,HEALTHCARE,BIOPHARMASYS
SYK,Stryker Corp,HEALTHCARE,MEDDEVICESGEN
SYN,Synthetic Biologics Inc,HEALTHCARE,BIOPHARMAOTHER
TAK,Takeda Pharmaceutical Co Ltd,HEALTHCARE,BIOPHARMAOTHER
TARO,Taro Pharmaceutical Industries Ltd,HEALTHCARE,BIOPHARMASYS
TECH,Bio-Techne Corp,HEALTHCARE,HCAREMISC
TENX,Tenax Therapeutics Inc,HEALTHCARE,BIOPHARMAOTHER
TEVA,Teva Pharmaceutical Industries Ltd,HEALTHCARE,BIOPHARMAOTHER
TFX,Teleflex Inc,HEALTHCARE,MEDDEVICESGEN
TGTX,TG Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
THC,Tenet Healthcare Corp,HEALTHCARE,PATIENTCARE
THMO,ThermoGenesis Holdings Inc,HEALTHCARE,MEDDEVICESOTHER
TMDI,Titan Medical Inc,HEALTHCARE,MEDDEVICESGEN
TMO,Thermo Fisher Scientific Inc,HEALTHCARE,MEDDEVICESGEN
TRIB,Trinity Biotech PLC,HEALTHCARE,HCAREDIAGNOSTICS
TRIL,Trillium Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
TTNP,Titan Pharmaceuticals Inc,HEALTHCARE,BIOPHARMAOTHER
TVTY,Tivity Health Inc,HEALTHCARE,HCARESUPPORT
TXMD,TherapeuticsMD Inc,HEALTHCARE,BIOPHARMASYS
UHS,Universal Health Services Inc.,HEALTHCARE,PATIENTCARE
UNH,Unitedhealth Group Inc,HEALTHCARE,HCARESUPPORT
USNA,USANA Health Sciences Inc,HEALTHCARE,HCAREMISC
USPH,US Physical Therapy Inc,HEALTHCARE,PATIENTCARE
UTHR,United Therapeutics Corp,HEALTHCARE,BIOPHARMASYS
UTMD,Utah Medical Products Inc,HEALTHCARE,MEDDEVICESOTHER
VBIV,VBI Vaccines Inc,HEALTHCARE,HCAREMISC
VCEL,Vericel Corp,HEALTHCARE,MEDDEVICESGEN
VERU,Veru Inc,HEALTHCARE,MEDDEVICESOTHER
VIRX,Viracta Therapeutics Inc,HEALTHCARE,BIOPHARMANONSYS
VIVE,Viveve Medical Inc,HEALTHCARE,MEDDEVICESGEN
VIVO,Meridian Bioscience Inc,HEALTHCARE,HCAREOUTSOURCE
VNDA,Vanda Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
VNRX,VolitionRX Ltd,HEALTHCARE,HCAREDIAGNOSTICS
VRTX,Vertex Pharmaceuticals Inc,HEALTHCARE,BIOPHARMASYS
WAT,Waters Corp,HEALTHCARE,HCAREMISC
WST,West Pharmaceutical Services Inc.,HEALTHCARE,HCAREDIAGNOSTICS
XOMA,XOMA Corp,HEALTHCARE,BIOPHARMASYS
XRAY,DENTSPLY SIRONA Inc,HEALTHCARE,MEDDEVICESOTHER
XTLB,XTL Biopharmaceuticals,HEALTHCARE,BIOPHARMASYS
ZBH,Zimmer Biomet Holdings Inc,HEALTHCARE,MEDDEVICESGEN
ZGNX,Zogenix Inc,HEALTHCARE,BIOPHARMASYS
ZIOP,ZIOPHARM Oncology Inc,HEALTHCARE,BIOPHARMANONSYS
ZYXI,Zynex Inc,HEALTHCARE,MEDDEVICESGEN
AAL,American Airlines Group Inc,INDUSTRIAL,PASSENGERTRANS
AAON,AAON Inc,INDUSTRIAL,MACHINE
AAWW,Atlas Air Worldwide Holdings Inc.,INDUSTRIAL,TRAINTRUCK
ABB,ABB Ltd,INDUSTRIAL,ELECTREQUIP
ACM,AECOM,INDUSTRIAL,FACIL
AEGN,Aegion Corp,INDUSTRIAL,FACIL
AGCO,AGCO Corp,INDUSTRIAL,MACHINE
