symbol,status (HTTP code),size (kB),speed (kB/s),time
CIT,200,14772,34.717374897797434,0.42549300007522106
CIVB,200,14026,45.016968801968325,0.3115714001469314
CIX,200,14075,40.7188268655812,0.3456632001325488
CIZN,200,14016,40.40155967781277,0.34691730001941323
CJJD,200,8317,18.920694606073422,0.4395715999417007
CKX,200,12440,22.819390762865122,0.5451503999065608
CL,200,14777,30.692329381449152,0.48145580012351274
CLAR,200,14156,27.64124105583718,0.5121333000715822
CLB,200,14927,36.424960965898116,0.4098014000337571
CLBS,200,8351,24.033992362446856,0.3474662001244724
CLDB,200,13768,46.621372689678665,0.29531519999727607
CLDT,200,13944,35.66304256011944,0.39099300000816584
CLDX,200,9035,29.146562200199472,0.3099851000588387
CLF,200,14219,49.323471648173076,0.28828059998340905
CLFD,200,8845,30.284520400286876,0.2920634001493454
CLGX,200,14673,38.6141130809256,0.3799906000494957
CLH,200,9353,32.7134576909757,0.28590679983608425
CLI,200,14421,36.646652182326584,0.3935147998854518
CLMT,200,11320,33.53519624513193,0.33755580009892583
CLNE,200,8875,28.608507971189102,0.31022239988669753
CLR,200,14317,43.35317440190932,0.3302410999312997
CLRB,200,8237,25.87091739693117,0.3183884001336992
CLRO,200,12222,36.80930599286145,0.3320355999749154
CLS,200,8813,23.969935997932822,0.3676688999403268
CLSN,200,9243,30.023231211241,0.3078616000711918
CLW,200,9192,25.93931970227833,0.35436550015583634
CLWT,200,13854,34.89319217953975,0.3970401999540627
CLX,200,15030,38.98877185043819,0.38549560005776584
CM,200,14593,35.419894324541666,0.412000099895522
CMA,200,14782,35.391170342941045,0.41767480014823377
CMC,200,14795,33.34563932248995,0.44368620007298887
CMCO,200,14542,53.91071403369007,0.269742300035432
CMCSA,200,15101,42.96458785449325,0.351475500036031
CMCT,200,13983,45.27909643993217,0.30881799990311265
CMD,200,13984,49.63765644916447,0.2817216000985354
CME,200,15107,52.228194369071886,0.2892499000299722
CMG,200,10469,24.964897950758115,0.41934880008921027
CMI,200,15191,33.61806854757902,0.451870100107044
CMLS,200,8653,17.905808780522957,0.48325100005604327
CMO,200,14585,31.695194148878176,0.4601644000504166
CMP,200,14520,32.26632967189912,0.45000469987280667
CMPR,200,9491,23.96199810281518,0.39608550001867115
CMRE,200,14284,40.74221334834229,0.3505946001969278
CMS,200,14755,41.51024714409125,0.3554544001817703
CMT,200,12551,44.119668316367054,0.28447630000300705
CMTL,200,14453,40.292543998171695,0.3587015999946743
CNA,200,14503,42.1407733908046,0.3441559998318553
CNBKA,200,14071,37.73213536033054,0.37291819998063147
CNC,200,9833,28.472539334947157,0.34535029996186495
CNET,200,8528,27.23466876019778,0.313130300026387
CNI,200,14841,41.70010316729414,0.3558984000701457
CNK,200,14285,54.64775624351199,0.26140140020288527
CNMD,200,14607,38.586987664183475,0.378547300118953
CNO,200,14705,39.187292067865535,0.3752492000348866
CNOB,200,14343,37.921741560240434,0.37822630000300705
CNP,200,14824,31.970951804553046,0.4636709000915289
CNQ,200,14842,34.261564254077946,0.4331968000624329
CNR,200,11110,39.71021194747244,0.27977690007537603
CNS,200,14562,34.89777386918422,0.4172759000211954
CNSL,200,13458,42.52182410369244,0.31649630004540086
CNTY,200,8183,23.283287875384335,0.3514537999872118
CNX,200,12046,36.414851190320626,0.3307990999892354
CNXN,200,14313,34.44378212045778,0.41554670012556016
CO,200,12464,36.83724582555222,0.33835319988429546
CODA,200,8655,25.965477762383205,0.333327200030908
CODI,200,14550,33.06869287039141,0.43999320012517273
COF,200,14847,33.25366519206875,0.4464771000202745
COFS,200,13865,32.427802822360455,0.42756520002149045
COG,200,14914,34.875601617380184,0.4276342000812292
COHN,200,12849,37.42005753073162,0.3433720001485199
COHR,200,10735,19.050979064838693,0.5634881001897156
COHU,200,13936,35.35447836428903,0.39417920005507767
COKE,200,14580,33.870813738521115,0.430459100054577
COLB,200,14531,36.94310137809806,0.39333459991030395
COLM,200,14617,35.55882727189363,0.41106529999524355
CONN,200,9151,24.542394697782875,0.3728650000412017
COO,200,14944,42.777295287773306,0.349344199988991
COP,200,14994,41.08978641862251,0.3649081999901682
COR,200,14752,40.19631670981813,0.3669988000765443
CORE,200,14563,40.1660701382162,0.3625696999952197
CORR,200,14120,39.01880416915585,0.3618768001906574
CORT,200,8771,30.711483290827758,0.28559349989518523
COST,200,15154,37.87829554355311,0.4000707999803126
COWN,200,14260,47.87363509097208,0.29786749999038875
CP,200,15144,42.486694851435075,0.35644100001081824
CPA,200,14255,50.61977710625001,0.28160930005833507
CPB,200,14854,38.89619033114653,0.38188829994760454
CPE,200,8744,23.592745610914317,0.37062239996157587
CPF,200,14506,34.57897252457542,0.41950349998660386
CPG,200,14490,35.68509345682834,0.40605190000496805
CPHC,200,13439,37.234119188465826,0.36093239998444915
CPHI,200,8953,31.125994049353803,0.28763739997521043
CPIX,200,8133,23.386872293712386,0.3477592000272125
CPK,200,14399,40.031760728479355,0.3596894000656903
CPLP,200,14048,42.38278885844743,0.33145530009642243
CPRT,200,9739,28.721335803795505,0.33908589999191463
CPRX,200,8525,24.195104783030995,0.35234400001354516
CPS,200,9129,25.614729677256562,0.3563964997883886
CPSH,200,7987,25.656428081341748,0.31130599998869
CPSI,200,14236,48.15788317683799,0.29561099992133677
CPSS,200,8211,26.31839586213107,0.31198709993623197
CPST,200,8643,27.05991784822198,0.31940230005420744
CPT,200,14834,38.59309263454827,0.38436929997988045
CQP,200,14506,38.14239740218609,0.38031170004978776
CR,200,14546,34.395211999711464,0.42290770006366074
CRAI,200,14425,33.87633317778009,0.42581350007094443
CRD-A,200,13832,21.441946074040846,0.6450906998943537
CRDF,200,11724,40.46283073101538,0.289747399976477
CREE,200,9495,25.733694873287707,0.36897150008007884
CREG,200,8462,26.73956479153141,0.31645990000106394
CRESY,200,13578,43.77133683824478,0.310202999971807
CRH,200,14661,36.8576404058439,0.39777370006777346
CRI,200,14338,31.48684999485836,0.4553646999411285
CRIS,200,8576,25.070576760447004,0.3420743001624942
CRK,200,10925,33.257928411813914,0.32849309989251196
CRL,200,9633,33.86084257681017,0.2844879000913352
CRM,200,10141,31.581904287442256,0.3211016000714153
CRMD,200,8435,27.128833486356655,0.310923800105229
CRMT,200,9157,29.31191111398439,0.31239860015921295
CRNT,200,8423,29.195223259874766,0.2885060999542475
CROX,200,9299,33.3379342051886,0.27893150015734136
CRS,200,14566,34.32041641651742,0.4244120998773724
CRT,200,14183,41.7517421480196,0.3396983998827636
CRUS,200,9451,30.41904641398603,0.310693500097841
CRVL,200,9100,33.9572131751734,0.2679842999204993
CRWS,200,13806,38.29150972078539,0.3605498999822885
CRY,200,11537,31.566706783310956,0.36548000015318394
CS,200,14672,29.284879684736755,0.5010094000026584
CSBR,200,7873,25.72355461528919,0.3060618999879807
CSCO,200,15146,35.84178499873339,0.4225794000085443
CSCW,200,8269,24.40088149269522,0.338881199946627
CSGP,200,10075,31.296857908778684,0.3219173001125455
CSGS,200,14567,55.38720089418979,0.26300300005823374
CSII,200,9161,30.148871792505,0.3038587998598814
CSIQ,200,9247,25.446055855584248,0.3633961998857558
CSL,200,14782,35.14005147616227,0.4206596000585705
CSPI,200,13430,39.04950649971567,0.34392240014858544
CSR,200,14126,49.570565061313715,0.2849675000179559
CSU,200,9104,29.722998887180616,0.3062948000151664
CSV,200,14386,37.620312562854906,0.3823998000007123
CSWC,200,14455,34.48316170268472,0.41919009992852807
CSX,200,14985,54.502086984758755,0.2749435999430716
CTAS,200,14956,48.489800186304976,0.3084359997883439
CTB,200,14671,40.87991431593773,0.3588803999591619
CTBI,200,14359,35.90312781425127,0.3999373000115156
CTG,200,11557,32.63852098441815,0.35409079981036484
CTHR,200,8277,25.657653678889673,0.3225938000250608
CTIB,200,8236,24.986893701269175,0.32961280015297234
CTIC,200,8664,31.07772336614498,0.2787848999723792
CTO,200,14302,39.729687026039414,0.3599826998542994
CTRN,200,13984,49.76333588158888,0.2810101001523435
CTS,200,14422,38.55260137413674,0.3740862999111414
CTSH,200,14830,38.96302138161204,0.3806173000484705
CTXS,200,14901,40.84561748211748,0.36481270007789135
CUB,200,14515,37.306499023897324,0.3890743001829833
CUBE,200,14804,33.57287609384319,0.4409511999692768
CUEN,200,12313,36.07356275409729,0.34133030008524656
CUK,200,13993,49.547090087102255,0.2824182000476867
CULP,200,14291,49.48345519107294,0.28880360000766814
CUTR,200,8877,31.30506907476705,0.2835643000435084
CUZ,200,14501,38.12604230775681,0.3803437000606209
CVA,200,14721,42.49047709536176,0.34645409998483956
CVBF,200,14654,34.79718658052688,0.42112600011751056
CVCO,200,9441,25.46124057909651,0.3707989000249654
CVCY,200,14117,41.821394770756775,0.33755449997261167
CVE,200,14650,53.89296670125599,0.27183510013855994
CVGI,200,8411,29.91777679308794,0.2811372000724077
CVGW,200,14337,41.880971807602975,0.3423272999934852
CVI,200,14312,50.64070468489632,0.28261850005947053
CVLG,200,8853,24.490364998710774,0.3614890999160707
CVLT,200,9283,25.271416605566042,0.36733199981972575
CVLY,200,14088,47.358442374520955,0.29747599991969764
CVM,200,8946,25.473332456007313,0.3511907998472452
CVR,200,14085,43.35257445829733,0.32489420007914305
CVS,200,14954,36.3958251516205,0.41087130014784634
CVU,200,8361,28.378090796163097,0.29462870000861585
CVV,200,8705,23.507998258794146,0.3702994999475777
CVX,200,15367,39.52330273485083,0.3888085999060422
CW,200,14724,38.74156738392249,0.38005689997226
CWBC,200,13734,47.15473339120966,0.29125389992259443
CWCO,200,14363,40.077302889259386,0.3583824001252651
CWST,200,8703,32.07960076057363,0.27129389997571707
CWT,200,14464,36.667580144735176,0.3944629000034183
CX,200,13961,37.11286821633046,0.3761767998803407
CXDC,200,8135,24.498105041316645,0.3320665000937879
CXW,200,14212,44.56331898718579,0.3189169999677688
CYAN,200,8089,30.05616255082422,0.2691295000258833
CYBE,200,8611,30.752857527231654,0.28000649996101856
CYCC,200,11431,35.37456311674203,0.32314180000685155
CYD,200,14020,46.85749007364442,0.29920509993098676
CYH,200,10076,31.96851627080869,0.31518510007299483
CYRN,200,8085,27.324334265175196,0.2958901000674814
CYRX,200,8356,21.896230310159755,0.381618200102821
CYTH,200,7822,25.957304182508082,0.3013410000130534
CYTK,200,10043,34.93336468287745,0.2874902000185102
CZNC,200,14210,35.11944937514514,0.4046191000379622
CZWI,200,13893,45.64373835428591,0.3043790999799967
D,200,14811,32.87642407943211,0.450505199842155
DAC,200,8327,27.944228341451584,0.2979863998480141
DAIO,200,8207,23.15807651699426,0.35439039999619126
DAKT,200,13695,40.73712937381001,0.3361797998659313
DAL,200,14442,40.568498321622,0.3559904999565333
DAN,200,14789,34.96615100272202,0.42295189993456006
DAR,200,9449,27.72344972274464,0.3408305998891592
DB,200,13779,40.818321591624425,0.3375689999666065
DBD,200,12922,38.14018068045492,0.33880279981531203
DBI,200,14199,44.27402938191416,0.3207072000950575
DCI,200,14629,38.11313785878281,0.38383089983835816
DCO,200,9128,32.95152214642969,0.2770129998680204
DCOM,200,14281,46.37692642651301,0.30793330003507435
DCP,200,14623,36.36063443654584,0.40216569998301566
DCTH,200,12096,42.125293503427656,0.287143399938941
DD,200,14851,40.830320059472605,0.36372480005957186
DDD,200,10195,35.10902221993364,0.2903811999130994
DDS,200,14781,41.0649265473882,0.3599421998951584
DE,200,15054,38.983013095790824,0.3861682000569999
DECK,200,9739,33.02597483510498,0.2948891001287848
DEI,200,14819,37.30179564640664,0.397273100214079
DENN,200,8969,27.432815764708952,0.3269441998563707
DEO,200,15086,35.905779563558184,0.420155200175941
DFS,200,14816,41.32857304384706,0.35849289991892874
DG,200,14973,42.42360535028611,0.35294030001387
DGICA,200,14236,39.65151454421669,0.35902790003456175
DGII,200,8909,22.006496477367286,0.4048349999357015
DGLY,200,8310,30.472343320942397,0.2727063000202179
DGX,200,14967,35.66584343003026,0.41964520001783967
DHC,200,14621,33.82804036746912,0.4322154000401497
DHI,200,14893,34.323750888924565,0.43389780004508793
DHIL,200,14624,53.98142539259259,0.27090800018049777
DHR,200,14941,35.02087165098298,0.42663130001164973
DHT,200,14155,45.01612216263891,0.3144429000094533
DHX,200,8329,27.765536056774526,0.29997620009817183
DIN,200,14117,43.77220468430906,0.32251060009002686
DIOD,200,9249,26.451856284652056,0.34965409990400076
DIS,200,14682,33.217675550775986,0.4419935999903828
DISCA,200,11383,35.96568803982703,0.31649610004387796
DISH,200,10469,28.371850375812702,0.36899250000715256
DIT,200,13898,44.04846538365252,0.3155160997994244
DJCO,200,9261,34.34953968886218,0.26961059984751046
DK,200,14431,35.93923279857768,0.4015388998668641
DKS,200,14788,40.79552939079116,0.362490699859336
DLA,200,8949,29.142053266850635,0.30708199995569885
DLB,200,14574,38.46697972400903,0.37887040013447404
DLHC,200,8177,22.292516978910797,0.36680469987913966
DLR,200,15010,37.784551525303925,0.39725230005569756
DLTR,200,9673,29.835351925174713,0.32421269989572465
DLX,200,14520,35.79852530065722,0.405603300081566
DMAC,200,8625,24.322234493861643,0.3546138000674546
DMLP,200,14323,43.571626087088646,0.32872310001403093
DMRC,200,10801,34.744583385933794,0.3108686001505703
DNN,200,9810,26.841751874621476,0.3654753998853266
DOOR,200,8955,25.919363138137847,0.34549460001289845
DORM,200,10283,32.031024906759534,0.3210324998944998
DOV,200,14830,33.30832026706554,0.44523410010151565
DOX,200,14808,41.58167622026265,0.3561183998826891
DPW,200,8671,24.15938787311686,0.358908100053668
DPZ,200,15021,39.043239207198596,0.38472729991190135
DQ,200,9142,26.81751593293402,0.3408965999260545
DRD,200,14073,38.139141617553825,0.3689909998793155
DRE,200,14781,34.744471467192696,0.42542019998654723
DRH,200,13929,46.41941635732875,0.3000684001017362
DRI,200,14952,39.018147645318244,0.38320630020461977
DRQ,200,9331,31.48620559592588,0.2963519999757409
DRRX,200,8527,26.553911407699506,0.321120300097391
DS,200,11838,35.27100393472645,0.33562980010174215
DSGX,200,8851,23.84894035910424,0.3711276000831276
DSPG,200,8725,22.218509947298,0.39269059989601374
DSS,200,9473,28.12840544423954,0.3367769999895245
DSWL,200,13723,41.448996239342655,0.3310816001612693
DSX,200,8567,25.072015826228807,0.3416957000736147
DTE,200,15013,39.1939000366943,0.3830442999023944
DUK,200,14796,36.068336765620664,0.41022130008786917
DVA,200,9619,27.89547908848338,0.34482290013693273
DVAX,200,8750,21.714066203962915,0.40296459989622235
DVD,200,13612,46.4194418719443,0.2932392000220716
DVN,200,14914,35.18075131130776,0.4239250000100583
DWSN,200,12129,41.66224417947204,0.291126900119707
DX,200,14223,37.109347990516156,0.3832727000117302
DXCM,200,9667,29.181898594360625,0.3312669999431819
DXPE,200,9291,30.27088382904495,0.3069286001846194
DXR,200,12184,40.51276713931893,0.30074470001272857
DXYN,200,8221,25.673736482812725,0.32021050015464425
DY,200,9397,31.39131647439041,0.299350299872458
DYAI,200,8085,22.05216311966267,0.3666306999512017
DYNT,200,8326,29.190099211542393,0.28523369994945824
DZSI,200,8414,23.394011144657004,0.3596646999940276
E,200,14346,32.33810153255988,0.44362530019134283
EA,200,15020,41.85743336152129,0.3588370999787003
EAT,200,14261,51.86444329230297,0.2749667998868972
EBAY,200,15024,40.641664381432264,0.36966989981010556
EBF,200,14540,36.3645276208702,0.39984020008705556
EBIX,200,14549,38.89409146136238,0.37406709999777377
EBMT,200,14121,45.41901867683841,0.31090499996207654
EBR,200,14235,37.93817797053098,0.3752156998962164
EBS,200,12178,34.93190745365216,0.348621099954471
EBSB,200,14462,38.00285059586438,0.3805504001211375
EBTC,200,14214,43.8802976042696,0.323926700046286
EC,200,14187,32.37645508869519,0.43818879988975823
ECHO,200,9165,23.62492131303515,0.38793780002743006
ECL,200,15139,31.462075198750064,0.4811825000215322
ECOL,200,13929,33.736782861947844,0.412872799905017
ECPG,200,9193,27.158676052252027,0.3384921997785568
ED,200,14789,38.80866401913094,0.3810747000388801
EDAP,200,8293,25.440421785117117,0.3259772998280823
EDN,200,8581,27.734593407969133,0.3093970001209527
EDU,200,13184,41.4393380819402,0.31815179996192455
EDUC,200,13923,45.39641901150295,0.30669820006005466
EEFT,200,9479,35.680636635381596,0.2656623001676053
EFC,200,14553,36.06031014434032,0.4035738999955356
EFSC,200,14446,37.287120651126706,0.38742599985562265
EFX,200,15008,32.39998436468149,0.46321010007523
EGAN,200,8259,22.325646274738368,0.36993329995311797
EGBN,200,14415,28.447276031154523,0.5067269001156092
EGHT,200,8967,21.217818048360535,0.42261649994179606
EGLE,200,9925,27.10890185399721,0.36611589998938143
EGO,200,12289,33.648147551670625,0.36522069992497563
EGOV,200,14546,37.22983986795488,0.3907081000506878
EGP,200,14689,37.22343437779463,0.3946169998962432
EGY,200,8479,21.592101044225277,0.3926899000070989
EHTH,200,9283,22.856740456298013,0.4061384000815451
EIG,200,14527,38.2651280476497,0.37964070006273687
EIX,200,14815,42.98522602158292,0.3446533000096679
EL,200,14988,40.815970836262814,0.3672092000488192
ELA,200,8111,27.152144738810502,0.29872409999370575
ELLO,200,10883,34.08550285500301,0.31928529986180365
ELMD,200,8201,23.323102761487434,0.3516255998983979
ELP,200,15007,33.12171806971775,0.4530863999389112
ELS,200,14755,35.133378242820456,0.4199710001703352
ELSE,200,9252,29.892825892906245,0.30950569990091026
ELTK,200,8211,25.664146930417523,0.3199404999613762
ELY,200,14096,36.95007729687443,0.38148769992403686
EMAN,200,9377,27.438868270866077,0.3417414999566972
EMCF,200,13986,35.411225702619,0.39495950005948544
EME,200,14511,41.853277314171265,0.34671119996346533
EMKR,200,11234,32.52165263518903,0.34543139999732375
EML,200,14231,37.97246108112407,0.37477160012349486
EMN,200,14835,37.44221821111191,0.39621050003916025
EMR,200,14795,39.01920050712057,0.37917229998856783
EMX,200,8613,24.140967778302382,0.3567794000264257
ENB,200,14770,40.21326917047737,0.3672917000949383
ENDP,200,9293,31.657783896737214,0.29354549990966916
ENG,200,8403,27.67793852601415,0.30359920021146536
ENLC,200,14422,36.588868181463276,0.3941635999362916
ENR,200,14779,34.60174398152131,0.42711719986982644
ENS,200,14577,42.42292309098315,0.34361140010878444
ENSG,200,14558,35.05761341652923,0.4152592997997999
ENSV,200,8379,27.291257225371858,0.30702139995992184
ENTG,200,14592,37.643028418356664,0.3876414999831468
ENV,200,9159,32.045540446172375,0.2858119998127222
ENZ,200,8301,24.943088535156765,0.33279759995639324
EOG,200,14972,37.52238950596727,0.39901509997434914
EPAC,200,14398,36.750160681190984,0.3917805999517441
EPAY,200,9291,29.32055276543741,0.31687669991515577
EPC,200,15561,37.41456933824932,0.41590750007890165
EPD,200,14794,31.01593649458022,0.476980600040406
EPM,200,14087,34.58780311827095,0.4072822998277843
EPR,200,14134,33.26976282521646,0.424830200150609
EQC,200,14524,39.64014911588865,0.3663961999118328
EQIX,200,15145,35.990841279589034,0.4208015000913292
EQR,200,14799,38.49991090706879,0.38439049990847707
EQS,200,7993,21.861668947716296,0.36561709991656244
EQT,200,14273,37.113870647491815,0.38457320001907647
ERF,200,14560,40.38273738005825,0.3605500999838114
ERIC,200,14674,34.4330121557681,0.42616079980507493
ERIE,200,14654,30.115393696549972,0.48659500014036894
ERII,200,8435,27.67823420830853,0.304752100026235
ERJ,200,13404,38.40987034442485,0.3489727999549359
ES,200,14785,30.575082456009785,0.4835636999923736
ESCA,200,14084,37.18373103013745,0.37876780005171895
ESE,200,14542,32.765336260428256,0.4438226998317987
ESEA,200,9916,29.319374210640486,0.33820639993064106
ESGR,200,9849,32.028674586386586,0.307505700038746
ESLT,200,14574,38.94938745313421,0.37417789991013706
ESP,200,14003,42.034237332953495,0.3331332001835108
ESS,200,15099,36.89854744338038,0.40920310001820326
ESSA,200,14231,40.91527626771076,0.34781629987992346
ESTE,200,8687,27.909555940467616,0.31125540006905794
ESXB,200,13789,47.63465887268781,0.28947409987449646
ETH,200,14549,41.29707268315168,0.3523009999189526
ETN,200,14880,40.4882094366916,0.3675144000444561
ETR,200,14818,31.198140824792986,0.47496420005336404
EVBN,200,14132,37.50989702427287,0.37675390020012856
EVC,200,14131,36.32371418906982,0.38902959995903075
EVGN,200,8010,22.20366834528214,0.3607512000016868
EVI,200,12904,44.03930229164088,0.2930109999142587
EVK,200,7879,23.109000918606768,0.3409494000952691
EVOL,200,11156,32.26316750071084,0.3457812999840826
EVR,200,14587,34.416638341279736,0.42383569991216063
EW,200,13126,35.343367296398746,0.3713851000647992
EWBC,200,14763,42.873273095179314,0.344340399838984
EXAS,200,9381,24.4990504398226,0.38291279994882643
EXC,200,15015,31.59956293384494,0.4751647999510169
EXEL,200,9057,28.73531308059518,0.3151871000882238
EXFO,200,8065,25.463891158374388,0.3167230000253767
EXK,200,8567,25.343709452558418,0.33803260000422597
EXLS,200,9273,28.594203138335068,0.3242965000681579
EXP,200,14388,39.54994209749375,0.3637932001147419
EXPD,200,14635,30.855120092429416,0.4743134998716414
EXPE,200,14593,40.848145542915624,0.35725000011734664
EXPO,200,14508,34.925078871917144,0.4154034999664873
EXPR,200,9133,27.88383861326361,0.3275373999495059
EXR,200,14898,39.59037328945485,0.3763036001473665
EXTR,200,8581,27.727226898152686,0.30947920004837215
EYPT,200,8264,25.196427857271072,0.32798300008289516
EZPW,200,8861,26.755156057469367,0.33118849992752075
F,200,14328,43.116977062557865,0.3323053000494838
FAF,200,14759,38.215999767116,0.3861994999460876
FANH,200,14254,46.12388212443066,0.30903730005957186
FARM,200,8865,28.069919905944523,0.3158185000065714
FARO,200,9161,30.785288658716702,0.29757719999179244
FAST,200,14811,38.443439132980785,0.38526730006560683
FBC,200,14473,36.569755423516256,0.3957642000168562
FBIZ,200,14254,44.940320240698355,0.3171761999838054
FBMS,200,14061,41.83512837220698,0.3361050998792052
FBNC,200,14430,39.8549974006213,0.3620625000912696
FBP,200,14233,45.891955755911425,0.31014150008559227
FC,200,8841,27.327074573597923,0.3235253000166267
FCAP,200,13991,44.93405536341381,0.31136740022338927
FCBC,200,14274,49.23080746610573,0.28994039981625974
FCCO,200,13977,34.80086915588898,0.4016279000788927
FCCY,200,13995,34.66447904194103,0.40372740011662245
FCEL,200,9187,31.64700857461389,0.2902959999628365
FCF,200,14268,46.17677472756811,0.30898649990558624
FCFS,200,14510,42.070043297942604,0.3449009999167174
FCN,200,9443,31.298453272156763,0.30170820001512766
FCNCA,200,14785,34.215428765223585,0.4321149999741465
FCRD,200,14294,43.7710066559423,0.3265631999820471
FCX,200,15050,31.005343624059805,0.48540020012296736
FDBC,200,13736,37.37841673467894,0.36748480005189776
FDP,200,14546,34.73645925666875,0.4187531000934541
FDS,200,14926,36.12020677413294,0.4132312999572605
FDX,200,15176,38.14381191855464,0.39786270004697144
FE,200,14793,29.294647162224535,0.5049727999139577
FEIM,200,9681,26.195938918570704,0.36956109991297126
FELE,200,14494,37.91768248442154,0.382249099900946
FERG,200,13829,47.94404666708106,0.28844040003605187
FFBC,200,14494,40.01202513417162,0.36224110005423427
FFG,200,14324,36.93030860363691,0.3878657000605017
FFHL,200,8245,27.060113150074724,0.30469200015068054
FFIC,200,14544,38.546553242883604,0.37730999989435077
FFIN,200,14547,39.12542162667535,0.3718042999971658
FFIV,200,10259,35.90157248628414,0.2857535001821816
FFNW,200,14195,35.456643866319375,0.4003480998799205
FGBI,200,13852,36.96171107629514,0.37476619984954596
FHI,200,14726,36.93936560792364,0.39865330001339316
FHN,200,14740,39.74568156606562,0.3708579000085592
FIBK,200,14426,40.149029535403436,0.3593113000970334
FICO,200,12915,38.16620189754232,0.33838840015232563
FIS,200,14949,32.419258729703905,0.4611147998366505
FISI,200,14347,38.485092440853094,0.3727936998475343
FISV,200,10034,32.73374747223287,0.30653379997238517
FITB,200,15052,39.395819095683805,0.38207100005820394
FIX,200,14484,40.96361212723346,0.35358210001140833
FIZZ,200,14510,40.98273840309328,0.3540514998603612
FKWL,200,7699,24.219541856474418,0.3178838000167161
FL,200,14713,36.1961762287753,0.4064794001169503
FLDM,200,8857,26.004866257238646,0.340590100036934
FLEX,200,9251,27.407779824916755,0.33753190003335476
FLIC,200,14360,34.88274926421841,0.4116648000199348
FLIR,200,14787,32.801540365352224,0.4508020000066608
FLL,200,8175,24.01824857497566,0.3403662000782788
FLNT,200,12341,36.338934112416496,0.33960819989442825
FLO,200,14777,42.186250983578354,0.3502800001297146
FLR,200,14198,43.75748526421455,0.32447020011022687
FLS,200,14883,35.6588623477337,0.41737170005217195
FLT,200,10153,31.315987037870403,0.32421140000224113
FLUX,200,7892,23.307483051542548,0.3386037000454962
FLWS,200,8681,30.068661584804207,0.28870589984580874
FLXS,200,14315,40.451851257328244,0.3538775001652539
FLY,200,11631,40.071012264432206,0.29025970003567636
FMAO,200,13990,46.76425765827369,0.29916010005399585
FMBH,200,13988,40.35169553608759,0.3466521000955254
FMBI,200,14660,34.19341671896612,0.42873749998398125
FMC,200,14867,34.91864335028519,0.4257610999047756
FMNB,200,14031,36.772173175095645,0.38156570005230606
FMS,200,14259,30.569894090167917,0.46643929998390377
FMX,200,14552,29.58706805292341,0.49183650012128055
FN,200,9233,27.617566833233795,0.33431620011106133
FNB,200,14732,40.58310528990581,0.3630081999581307
FNCB,200,13535,45.17859142961463,0.29958880017511547
FNF,200,14805,35.93889731249569,0.4119492000900209
FNHC,200,14124,39.975330987184485,0.353317900095135
FNLC,200,14342,30.8633075355908,0.46469419985078275
FNV,200,14795,37.94222115223816,0.38993499986827374
FOE,200,11012,30.650999732546158,0.3592705000191927
FOLD,200,8781,24.621881266728593,0.35663399985060096
FONR,200,8763,29.484183248953936,0.2972101999912411
FOR,200,9157,23.7400063484358,0.38572020013816655
FORD,200,8227,27.16137096781222,0.3028933999594301
FORM,200,8789,21.741631055104023,0.4042475000023842
FORR,200,13250,46.03426131552802,0.2878290999215096
FORTY,200,13911,43.97906356369482,0.3163095999043435
FOSL,200,9523,31.751662849777823,0.2999213000293821
FR,200,14775,34.08515220216474,0.43347320007160306
FRAF,200,13880,46.84879417447493,0.2962722999509424
FRBA,200,13796,43.51254344423791,0.3170580000150949
FRBK,200,8095,25.629278735139078,0.31584970001131296
FRC,200,14806,36.52300768741387,0.4053883000742644
FRD,200,13831,51.55523019947781,0.26827539992518723
FRME,200,14500,39.37408777315783,0.36826250003650784
FRO,200,13973,42.69014191912146,0.3273120999801904
FRPH,200,8889,25.47025704858834,0.3489953000098467
FRST,200,14160,39.45378793991774,0.35890089999884367
FRT,200,14996,38.0306243259712,0.3943138001486659
FSFG,200,14063,29.94640609083174,0.4696055999957025
FSI,200,13236,37.41279605645577,0.3537826999090612
FSLR,200,9533,24.661617407532137,0.3865521000698209
FSM,200,8449,27.888427806203858,0.3029571999795735
FSP,200,14303,44.96902190120372,0.31806339998729527
FSS,200,14467,39.235851482640655,0.36871890001930296
FSTR,200,12006,39.66201069894542,0.302707799943164
FTEK,200,8337,28.77505651334665,0.2897300999611616
FTFT,200,8429,28.39112043055846,0.2968886001035571
FTI,200,14745,38.386451735955234,0.38411989994347095
FTK,200,8949,29.305768659684595,0.3053664998151362
FTNT,200,9627,32.8431593242828,0.29312040004879236
FUL,200,14546,40.83954376531599,0.3561744000762701
FULT,200,14711,33.62782539039588,0.43746510008350015
FUN,200,13992,35.388211866807104,0.3953859000466764
FUNC,200,13926,33.98063108311798,0.409821700071916
FUND,200,13940,48.625238216626315,0.28668240015394986
FUSB,200,13820,44.763525846994824,0.30873349984176457
FVE,200,8162,26.913284954647168,0.3032702999189496
FWRD,200,14549,38.98467811302366,0.37319789989851415
FXNC,200,13597,48.76127988054123,0.2788482999894768
G,200,14788,38.62318833788418,0.3828787999227643
GABC,200,14293,50.69547104594375,0.2819384001195431
GAIA,200,8323,21.73319273978987,0.38296260009519756
GAIN,200,14177,38.67604982382781,0.3665575999766588
GALT,200,8984,29.65396228857863,0.30296120001003146
GASS,200,8265,25.93806184601176,0.31864370009861887
