date,open,high,low,close,volume,adjOpen,adjHigh,adjLow,adjClose,adjVolume
2011-02-28,41.2,47.24,41.01,45.48,19612800,33.488539498083,38.3980244147923,33.3341020586501,36.9674460284664,19612800
2011-03-31,45.54,47.7,40.66,42.46,25731100,37.016215746182,38.7719255839456,33.0496120386421,34.5127035701118,25731100
2011-04-29,43.02,43.86,38.787,41.27,25098700,34.9678876021245,35.6506636501437,31.5271840172851,33.6206702300983,25098700
2011-05-31,41.43,43.58,40.04,42.86,16050300,33.7510144810509,35.5025153532271,32.6186488008998,34.9159662239402,16050300
2011-06-30,42.71,43.38,36.48,38.71,16428100,34.7937684886721,35.3395850395363,29.7184892172034,31.5351622148559,16428100
2011-07-29,38.95,42.57,32.955,33.08,28865400,31.7306785912849,34.6797172690885,26.9161345467899,27.0182288213567,28865400
2011-08-31,33.63,33.84,26.73,31.06,23844400,27.4674436294506,27.6389620107229,21.8318396733635,25.3683853443573,23844400
2011-09-30,30.88,32.74,26.42,26.46,16995000,25.2213695889811,26.7405323945351,21.5786458724379,21.6113160402993,16995000
2011-10-31,26.18,33.88,25.46,33.6,26513300,21.3826248652696,27.7528071100077,20.7945618437649,27.5234450677763,26513300
2011-11-30,32.37,34.78,29.68,33.03,15083300,26.5158903822594,28.4900422457517,24.3123764765357,27.0565294818051,15083300
2011-12-30,32.87,34.09,27.15,30.16,20789400,26.9254654576728,27.9248286416813,22.2399265949442,24.7055685489325,20789400
2012-01-31,30.91,36.0,27.68,34.63,21359300,25.3199311620525,29.4894054297603,22.6740761748823,28.4408932367021,21359300
2012-02-29,34.93,38.95,34.79,35.25,16273500,28.6872769494082,31.9888186996693,28.5722978834787,28.9500862429613,16273500
2012-03-30,34.47,34.49,29.99,31.19,36866000,28.3094885899256,28.3259141707726,24.6301584801818,25.6156933310061,36866000
2012-04-30,31.06,31.38,28.19,30.52,23840400,25.5089270555001,25.7717363490532,23.1518562039455,25.1417778032057,23840400
2012-05-31,30.48,31.52,28.61,29.23,18397400,25.108826587212,25.9655582030486,23.5683572395058,24.0791010874084,18397400
2012-06-29,28.56,31.03,27.49,30.19,13509400,23.5271682195136,25.5619058071256,22.6457231916817,24.8699302712576,13509400
2012-07-31,30.1,30.195,20.3,21.58,35032100,24.7957900352717,24.8740491732568,16.7951349398277,17.8541385222404,35032100
2012-08-31,21.63,23.45,20.24,20.29,22859800,17.8955058496784,19.4012765684216,16.7454941469021,16.78686147434,22859800
2012-09-28,20.35,21.42,17.115,17.28,33177300,16.8365022672657,17.7217630744388,14.1600361820271,14.2965483625725,33177300
2012-10-31,17.0,17.55,15.375,16.89,43776500,14.0648913289197,14.5199319307377,12.7204531871847,14.0497366155989,43776500
